Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Calories_Burned,Sets,Reps,Burns Calories (per 30 min),E,I,S,D,R
Frog Jumps,HIIT,"Quadriceps, Calves, Glutes",Arms,Wrist Flexors,1,1742.4,5,19,334.76,0.6835714878219332,0.3258898018635596,0.75,0.5424836601307189,0.5826558448293953
Reverse Lunges,Yoga,Lower Abs,Shoulders,Upper,3,435.6,4,15,364.7,0.4882828157236836,0.37650559978367426,0.125,0.11111111111111113,0.5529250421959949
Dragon Flags,Strength,"Legs, Shoulders, Core",Forearms,Posterior,1,1156.56,4,23,361.45,0.6222485609308408,0.24228878266138693,0.725,0.3790849673202614,0.8629974615460836
Box Jumps,Cardio,"Obliques, Core",Back,Quads,1,1630.29,4,17,360.47,0.7125590626803318,0.5443206033392446,0.525,0.7058823529411765,0.8113831187749286
Plyometric Push-ups,Cardio,"Legs, Core",Abs,Lower Chest,1,792.72,4,23,335.37,0.49984978644219075,0.4060441829160453,0.725,0.2679738562091503,0.47323223779778734
Rows,HIIT,"Biceps, Forearms",Legs,Anterior,1,1766.6,5,22,367.45,0.7528988168751265,0.1505610156245978,0.875,0.633986928104575,0.5913489633838211
Turkish Get-ups,Cardio,"Upper Back, Rear Deltoids",Forearms,Lower Chest,1,1294.78,4,25,356.7,0.6397747579909427,0.6703588596933217,0.7916666666666666,0.6405228758169934,0.7058776807771509
Lateral Raises,Yoga,"Core, Shoulders, Legs",Forearms,Lower,2,1506.56,5,15,342.94,0.653815862763674,0.25593627999640395,0.2708333333333333,0.9411764705882353,0.7925601630925702
Inverted Rows,HIIT,"Triceps, Chest",Legs,Lower,3,1329.87,5,16,346.21,0.6258731912534304,0.33913909062098635,0.18055555555555555,0.33986928104575165,0.45310498296556334
Windshield Wipers,Yoga,"Core, Lower Back",Arms,Lower,1,923.16,4,20,337.33,0.5291239813885162,0.44793057011779397,0.625,0.5947712418300654,0.5491808767130886
Flutter Kicks,HIIT,"Quadriceps, Calves, Glutes",Abs,Lower,2,2461.49,5,18,342.29,0.8384808119694542,0.24413760778550822,0.3333333333333333,0.803921568627451,0.7329590473907741
Lat Pulldowns,HIIT,"Upper Chest, Triceps",Back,Grip Strength,2,1629.04,5,15,343.51,0.6787925684763972,0.0032699431306053416,0.2708333333333333,0.5620915032679737,0.723742496830648
Face Pulls,Strength,Core,Abs,Triceps,1,1388.52,4,15,356.22,0.6570796103709794,0.5646059256439708,0.4583333333333333,0.5947712418300654,0.8661872332265564
Superman,Strength,Shoulders,Abs,Lats,2,1200.8,4,18,353.84,0.6158213370792218,0.7240998841569131,0.25833333333333336,0.4052287581699347,0.5801723362152454
Tricep Extensions,HIIT,"Back, Hamstrings, Glutes",Abs,Lateral,2,1544.4,4,22,348.03,0.6712451753051781,0.42656690621131954,0.325,0.4444444444444443,0.6471913296538623
Scissors Kicks,HIIT,"Upper Chest, Triceps",Abs,Wrist Flexors,3,678.22,5,23,361.08,0.528371966065146,0.4363306280756858,0.2777777777777778,0.04575163398692813,0.7142489031064073
Reverse Lunges,Strength,"Glutes, Hamstrings, Core",Shoulders,Lower,1,1327.29,4,15,339.08,0.6112776608154977,0.45267520539656164,0.4583333333333333,0.4836601307189542,0.6106778869808043
Rows,Yoga,"Biceps, Forearms",Forearms,Triceps,3,1388.4,5,16,362.71,0.6698843583632017,0.360096038625971,0.18055555555555555,0.8431372549019608,0.713015804341675
Bicep Curls,Cardio,"Legs, Shoulders, Core",Chest,Lats,1,1249.04,4,21,360.13,0.6376477169445829,0.670124937755657,0.6583333333333333,0.5294117647058822,0.582034009235106
Superman,Strength,"Glutes, Hamstrings",Chest,Anterior,3,1347.62,5,24,350.07,0.6369592432313999,0.4869434181594918,0.2916666666666667,0.5686274509803922,0.3460766060831375
Squats,Yoga,"Core, Lower Back",Chest,Posterior,3,619.27,4,19,329.6,0.4546695896036751,0.2207416560315878,0.16944444444444443,0.2941176470588235,0.63280458932228
Calf Raises,Strength,Triceps,Chest,Upper,3,1456.78,5,19,350.14,0.6583538995469722,0.6989830236198142,0.22222222222222224,0.5620915032679737,0.7493982569422488
Windshield Wipers,Yoga,"Lower Back, Glutes",Shoulders,Triceps,3,870.47,4,22,347.24,0.5384519435107222,0.3628155806532762,0.20277777777777778,0.47058823529411753,0.83390566313686
Lunges,Yoga,"Back, Hamstrings, Glutes",Back,Upper,2,1232.4,5,20,358.93,0.6320355591315353,0.6536750063932225,0.375,0.7124183006535948,0.5289835914392589
Plank,Strength,"Core, Shoulders, Hips",Chest,Middle,1,2194.52,4,17,340.77,0.7834903735106804,0.19953505770021132,0.525,0.9084967320261438,0.6716308724920503
Tricep Extensions,Strength,"Upper Back, Rear Deltoids",Chest,Middle,2,929.75,4,15,366.06,0.5871948604002861,0.26706480999025956,0.20833333333333334,0.2941176470588235,0.8243499474810478
Pull-ups,Yoga,"Upper Chest, Triceps",Chest,Upper,3,893.54,5,18,341.9,0.5323892447890111,0.6130532220090767,0.20833333333333334,0.4901960784313726,0.8016689144320872
Plank,Yoga,"Core, Shoulders, Legs",Abs,Wrist Flexors,3,891.31,5,21,349.64,0.5472538672000332,0.6676834644852337,0.25,0.4901960784313726,0.6408101029725202
Bicycle Crunches,Strength,"Quadriceps, Hamstrings, Glutes",Shoulders,Posterior,1,1273.62,4,19,366.01,0.6540564738980115,0.5051774881449653,0.5916666666666667,0.5228758169934641,0.6153085171778878
Zottman Curls,HIIT,"Back, Core, Shoulders",Back,Wrist Extensors,3,2717.0,4,21,370.73,0.9444496836854689,0.5840399491592535,0.19166666666666668,0.9215686274509802,0.6274277115260976
Reverse Lunges,HIIT,"Glutes, Hamstrings",Abs,Lower,2,2424.14,4,21,337.56,0.8218584901400796,0.20927380723882852,0.30833333333333335,0.784313725490196,0.5748855102501814
Pull-ups,HIIT,"Glutes, Hamstrings",Shoulders,Quads,3,834.9,4,18,335.16,0.5076482454176302,0.46986527927234284,0.15833333333333333,0.130718954248366,0.2970471686097045
Bear Crawls,Cardio,"Lower Back, Glutes",Back,Grip Strength,2,1915.07,5,22,357.25,0.7616485017016088,0.30516069654564143,0.4166666666666667,0.8823529411764705,0.7579497802949452
Pull-ups,HIIT,"Glutes, Hamstrings, Core",Abs,Lateral,1,2827.04,4,24,366.59,0.9576942251653928,0.5220791521432412,0.7583333333333333,0.9738562091503268,0.8649988120983666
Scissors Kicks,Yoga,"Core, Lower Back",Chest,Quads,2,435.2,4,16,335.4,0.4302906305575517,0.30338085046500624,0.225,0.11111111111111113,0.44016119896665573
Bulgarian Split Squats,Yoga,"Quadriceps, Hamstrings, Glutes",Forearms,Upper,2,943.2,5,19,336.21,0.5308125024874989,0.3290973331846123,0.3541666666666667,0.5359477124183007,0.5810096251782513
Windshield Wipers,Cardio,"Quadriceps, Glutes",Legs,Lower,3,970.41,5,20,357.2,0.5775997709626407,0.4962211862761202,0.23611111111111113,0.33986928104575165,0.6586716193689647
Scissors Kicks,HIIT,Lower Abs,Shoulders,Triceps,3,2608.85,5,21,362.22,0.90656922122684,0.8446754315218497,0.25,0.8758169934640523,0.77464026779694
Inverted Rows,Cardio,Quadriceps,Arms,Lateral,2,1035.94,5,24,344.55,0.5653562151653622,0.23555653406285634,0.4583333333333333,0.3856209150326798,0.8077156208391825
Push Ups,Strength,Full Body,Chest,Wrist Extensors,2,724.01,3,12,315.08,0.4463650052730851,0.2857465228837587,0.10833333333333334,0.15686274509803919,0.5881163948826226
Windshield Wipers,Yoga,"Core, Shoulders, Hips",Forearms,Anterior,2,1234.3,5,20,359.03,0.6326031983164555,0.6630897063671786,0.375,0.7124183006535948,0.5282950488888767
Leg Press,Cardio,"Core, Lower Back",Arms,Anterior,2,986.33,3,10,221.67,0.31281160584983236,0.27975902708657624,0.08333333333333333,0.35294117647058826,0.8534303232104543
Incline Push-ups,Strength,"Rear Deltoids, Upper Back",Shoulders,Quads,3,1111.47,5,23,332.72,0.556680729381596,0.3525168622115817,0.2777777777777778,0.35294117647058826,0.6235074873441389
Lunges,Yoga,"Legs, Core",Shoulders,Lateral,1,1334.83,5,20,356.03,0.6462492158397152,0.21714552346077803,0.7916666666666666,0.7973856209150325,0.8171761934718194
Burpees,HIIT,"Obliques, Core",Forearms,Wrist Flexors,3,2192.95,4,18,337.06,0.7758514784224173,0.5011494397100298,0.15833333333333333,0.6797385620915032,0.7650256313551342
Bicycle Crunches,HIIT,"Chest, Triceps, Shoulders",Back,Anterior,3,1292.35,5,17,347.96,0.622026115143377,0.37128136229679864,0.19444444444444445,0.3790849673202614,0.475020642186718
Resistance Band Pull-Aparts,Strength,"Glutes, Hamstrings",Legs,Wrist Flexors,2,1392.04,4,19,359.5,0.6642482844882214,0.6086559523847997,0.275,0.5228758169934641,0.7526645623059841
Russian Twists,HIIT,"Legs, Core",Shoulders,Anterior,2,968.88,5,15,347.72,0.5585636997040837,0.5460487044569694,0.2708333333333333,0.20261437908496732,0.6455607651887466
Pull-ups,Strength,"Full Body, Core, Shoulders",Forearms,Lateral,1,1478.37,4,19,342.69,0.6478323864253105,0.95393447695624,0.5916666666666667,0.5751633986928104,0.2942887145449815
Burpees,Yoga,"Shoulders, Triceps",Chest,Lateral,1,999.13,5,15,338.94,0.5470996399579569,0.29706867518309776,0.5833333333333334,0.5882352941176469,0.6683001651133886
Flutter Kicks,HIIT,"Upper Chest, Triceps",Shoulders,Wrist Flexors,1,1075.92,4,23,345.03,0.5740901288453556,0.40539890997494316,0.725,0.261437908496732,0.5489286955781931
Bench Press,HIIT,Calves,Back,Upper,3,1935.55,4,24,351.17,0.7536187806895353,0.6721799357289143,0.225,0.6405228758169934,0.5945336029135262
Turkish Get-ups,Cardio,"Back, Hamstrings, Glutes",Legs,Upper,1,1124.14,4,17,339.12,0.5717981296864392,0.3701617125872069,0.525,0.4444444444444443,0.9338437241512343
Mountain Climbers,Cardio,"Lower Chest, Triceps",Back,Wrist Extensors,3,782.49,5,23,330.22,0.487678264037849,0.4845270980586287,0.2777777777777778,0.261437908496732,0.5230659504897834
Windshield Wipers,Strength,"Shoulders, Upper Back",Chest,Quads,3,1394.36,5,25,332.39,0.6111145017787947,0.8455001606163237,0.3055555555555555,0.5228758169934641,0.7067220698772148
Calf Raises,Strength,"Full Body, Core, Shoulders",Back,Triceps,3,1245.13,5,25,367.52,0.6514933906268581,0.4283020464426752,0.3055555555555555,0.503267973856209,0.5367240190079219
Frog Jumps,HIIT,"Upper Back, Rear Deltoids",Forearms,Posterior,3,1410.05,4,22,366.46,0.6815124162169659,0.5806438804362973,0.20277777777777778,0.3790849673202614,0.5500491979868309
Flutter Kicks,Strength,Shoulders,Abs,Wrist Extensors,2,673.2,5,15,341.86,0.48940424526624393,0.398946317448908,0.2708333333333333,0.12418300653594776,0.7116230958601242
Face Pulls,Strength,"Rear Deltoids, Upper Back",Arms,Quads,3,960.3,4,16,368.72,0.5984014891808772,0.1925161281187237,0.1361111111111111,0.31372549019607837,0.6545931172129412
Mountain Climbers,HIIT,"Lower Back, Glutes",Arms,Wrist Flexors,3,1950.34,5,17,337.9,0.7302693354299059,0.536792310586582,0.19444444444444445,0.6470588235294117,0.430700688297013
Prone Cobras,Strength,"Chest, Triceps, Shoulders",Forearms,Anterior,2,971.96,4,18,369.79,0.602786953693293,0.3369418818786733,0.25833333333333336,0.3202614379084967,0.7570343110408297
Plyometric Push-ups,Strength,Lower Abs,Chest,Lats,1,1358.53,4,21,365.28,0.6691477460728149,0.17875491677656435,0.6583333333333333,0.503267973856209,0.42817148751947853
Leg Raises,HIIT,"Glutes, Hamstrings, Core",Back,Wrist Flexors,1,2545.4,4,22,356.44,0.8827891228102056,0.6463765771907591,0.6916666666666667,0.8431372549019608,0.5676604973544308
Russian Twists,Strength,"Full Body, Core, Shoulders",Arms,Triceps,1,1338.08,5,23,343.48,0.6220757819843661,0.25332649031022686,0.9166666666666666,0.4901960784313726,0.7560918676765611
Flutter Kicks,Yoga,"Back, Hamstrings, Glutes",Chest,Upper,3,501.14,5,22,350.62,0.4732146733474622,0.3714541214205917,0.2638888888888889,0.17647058823529413,0.4925618720095172
Frog Jumps,Strength,"Glutes, Hamstrings",Arms,Lower,2,998.99,4,24,364.47,0.5975349020315311,0.3873046893064565,0.35833333333333334,0.33986928104575165,0.7209302322804456
Bench Press,Yoga,Quadriceps,Shoulders,Lower Chest,2,1404.0,4,18,333.42,0.615027555806925,0.44533864880148993,0.25833333333333336,0.8562091503267972,0.7476241009366285
Tricep Extensions,Strength,"Back, Biceps",Chest,Upper,3,2283.26,4,15,341.16,0.8015412351597357,0.4777176440243467,0.125,0.9542483660130717,0.7449570387577493
Bench Press,Cardio,Full Body,Forearms,Upper,3,1055.12,4,18,354.39,0.588540775981323,0.7270860168244949,0.15833333333333333,0.3986928104575163,0.47780668720704955
Bench Press,HIIT,"Core, Obliques",Back,Grip Strength,2,1545.98,4,22,367.79,0.7106104009555485,0.5507171733928837,0.325,0.5163398692810457,0.5363598997129962
Mountain Climbers,Strength,"Lower Back, Glutes",Arms,Wrist Flexors,2,751.72,4,23,363.44,0.5473490991337855,0.7480348049925423,0.3416666666666667,0.17647058823529413,0.4958966613934418
Flutter Kicks,Cardio,Core,Shoulders,Upper,1,1144.0,4,20,376.29,0.6491355026915291,0.35986990192585455,0.625,0.5294117647058822,0.8311647394488133
Squats,Strength,"Glutes, Hamstrings",Shoulders,Lateral,3,1133.06,4,22,348.64,0.5923522902637293,0.5967896007830498,0.20277777777777778,0.3660130718954248,0.4274183308425197
Bench Press,Yoga,"Quadriceps, Hamstrings, Glutes",Forearms,Posterior,1,809.59,5,22,332.45,0.497363151231773,0.37568258407598537,0.875,0.4836601307189542,0.7880372488985259
Bicep Curls,Cardio,"Back, Hamstrings, Glutes",Shoulders,Posterior,3,765.6,4,23,359.28,0.5418292526718069,0.11340296640992231,0.2138888888888889,0.24836601307189543,0.5241813254169931
Lateral Raises,Cardio,"Obliques, Core",Back,Upper,1,1818.6,4,23,370.79,0.7696264052338162,0.26977804727995014,0.725,0.8235294117647057,0.750417352234099
Thrusters,Strength,"Legs, Shoulders, Core",Legs,Grip Strength,2,890.19,5,20,353.56,0.5547840346298671,0.28660588784075913,0.375,0.2679738562091503,0.7157868351044306
Leg Raises,HIIT,"Triceps, Chest",Back,Middle,1,1053.66,4,18,357.47,0.5943443950016022,0.3166961961628743,0.5583333333333333,0.24836601307189543,0.6623611056320822
Shoulder Press,Cardio,Calves,Shoulders,Quads,2,1114.53,4,19,361.62,0.6144002469777736,0.5465146136948396,0.275,0.43790849673202603,0.7490420896489354
Kettlebell Swings,Cardio,"Back, Core, Shoulders",Forearms,Triceps,1,880.0,4,24,364.46,0.5743446845688304,0.3968219541584322,0.7583333333333333,0.3333333333333333,0.8199591355235514
Bicycle Crunches,HIIT,Shoulders,Back,Posterior,1,1782.0,4,20,337.93,0.6975484517800596,0.6515767287755858,0.625,0.5620915032679737,0.4797342871571092
Dragon Flags,Cardio,Core,Abs,Wrist Extensors,2,1104.0,4,15,338.66,0.5669671125805533,0.519210752884496,0.20833333333333334,0.4313725490196078,0.4989539693450138
Thrusters,Strength,"Back, Core, Shoulders",Back,Wrist Extensors,1,1088.01,4,20,362.73,0.6114301351691115,0.9309885628268095,0.625,0.3986928104575163,0.49167931160807155
Dragon Flags,Yoga,"Biceps, Forearms",Forearms,Upper,3,827.31,4,8,315.95,0.46819984466700104,0.5764977772240806,0.047222222222222214,0.4313725490196078,0.5210839900759031
Thrusters,HIIT,"Quadriceps, Hamstrings, Glutes",Legs,Wrist Extensors,3,652.21,5,19,346.17,0.49383607914785604,0.589590776029522,0.22222222222222224,0.032679738562091575,0.3112298629664323
Plyometric Push-ups,Yoga,"Lower Chest, Triceps",Chest,Posterior,1,918.23,5,20,347.56,0.5483845702469337,0.6228931296953915,0.7916666666666666,0.5882352941176469,0.6098630018557503
Calf Raises,HIIT,"Shoulders, Upper Back",Shoulders,Lower,3,1645.6,5,24,349.0,0.6928687497242767,0.4874403744937765,0.2916666666666667,0.5686274509803922,0.34773409242205766
Leg Raises,HIIT,"Glutes, Hamstrings, Core",Back,Lats,1,992.2,4,17,336.9,0.5417179304366952,0.26403101138785856,0.525,0.21568627450980388,0.6915688733582379
Frog Jumps,HIIT,"Core, Shoulders, Hips",Chest,Grip Strength,3,1347.52,4,16,352.89,0.6425137744224728,0.684084756659793,0.1361111111111111,0.3464052287581699,0.4484752872800569
Kettlebell Swings,Cardio,"Back, Core, Shoulders",Chest,Lateral,2,1913.6,5,18,333.1,0.7136274346885598,0.7780097469549203,0.3333333333333333,0.8823529411764705,0.6604636948156644
Pull-ups,HIIT,"Shoulders, Triceps",Forearms,Posterior,3,2533.05,5,24,346.94,0.8616065838577494,0.32203494972038,0.2916666666666667,0.8366013071895425,0.48784276993570463
Pull-ups,HIIT,"Obliques, Core",Abs,Middle,2,1656.19,5,15,361.39,0.7194209364378463,0.5322797413017967,0.2708333333333333,0.5751633986928104,0.5381438479839082
Shoulder Press,Yoga,"Back, Core, Shoulders",Abs,Anterior,1,586.87,5,22,369.32,0.5268709023424375,0.32010402878416816,0.875,0.261437908496732,0.6811501847240979
Kettlebell Swings,HIIT,"Back, Biceps",Chest,Grip Strength,2,1914.0,3,10,154.72,0.36111993611022614,0.4995964468125515,0.08333333333333333,0.6274509803921569,0.5909674611976287
Prone Cobras,Strength,"Quadriceps, Hamstrings, Glutes",Back,Middle,3,980.99,4,24,364.8,0.5946821103525598,0.39447062556409884,0.225,0.326797385620915,0.6201953482482012
Rows,Cardio,"Obliques, Core",Back,Grip Strength,1,1044.66,5,18,340.42,0.5588908802500355,0.2206113831220541,0.7083333333333334,0.3921568627450981,0.6477040978826588
Dips,HIIT,Full Body,Back,Anterior,2,1661.81,5,21,335.85,0.6700330070922081,0.2052939077627769,0.3958333333333333,0.503267973856209,0.6281262024574631
Squats,Cardio,"Biceps, Forearms",Back,Wrist Flexors,2,1420.8,4,24,335.77,0.6229439564403785,0.5209308522385471,0.35833333333333334,0.6470588235294117,0.5853315553170665
Inverted Rows,Cardio,"Chest, Triceps",Forearms,Middle,3,1430.4,4,16,356.08,0.6649580133307698,0.22399961583640093,0.1361111111111111,0.6535947712418301,0.65852896035924
Leg Press,Strength,"Core, Lower Back",Back,Lats,2,2012.4,5,21,360.83,0.7876774047522332,0.2749169792823622,0.3958333333333333,0.803921568627451,0.5611100617197275
Tricep Dips,Strength,Triceps,Chest,Wrist Flexors,2,2049.07,5,20,374.55,0.8219369207175897,0.28361631181939234,0.375,0.8235294117647057,0.7978447915324421
Lat Pulldowns,Cardio,Quadriceps,Legs,Triceps,1,491.01,5,20,366.89,0.5034013332245331,0.40017762480717634,0.7916666666666666,0.04575163398692813,0.7362077490591932
Inverted Rows,Yoga,Quadriceps,Arms,Lower,3,784.8,5,24,370.25,0.5672512627207742,0.6314396929083955,0.2916666666666667,0.3921568627450981,0.47486453501392567
Decline Push-ups,Cardio,"Obliques, Core",Chest,Triceps,2,881.6,4,24,375.07,0.5956279413623903,0.4282553354798033,0.35833333333333334,0.3333333333333333,0.3651568136558899
Bird Dogs,Cardio,"Lower Chest, Triceps",Legs,Middle,2,1872.0,5,21,347.81,0.7346025746277941,0.6317880703588175,0.3958333333333333,0.8562091503267972,0.5371743242670275
Dips,Cardio,"Chest, Triceps",Back,Quads,3,1295.95,5,21,358.34,0.6432442066860025,0.19038164343633346,0.25,0.6405228758169934,0.6021909970267599
Mountain Climbers,HIIT,"Back, Biceps",Arms,Grip Strength,2,1360.73,4,22,329.99,0.5998220320387224,0.7089519468047325,0.325,0.35294117647058826,0.7136411709501411
Deadlift,Yoga,"Chest, Triceps",Chest,Grip Strength,2,858.78,4,17,332.58,0.5071986827579054,0.5266996227776175,0.24166666666666667,0.5294117647058822,0.6645543910663606
Push Ups,HIIT,"Rear Deltoids, Upper Back",Legs,Lower,2,1317.8,5,20,356.18,0.6432295209431995,0.4898251747558494,0.375,0.3333333333333333,0.76006264985857
Deadlift,HIIT,"Back, Hamstrings, Glutes",Abs,Middle,1,1645.88,4,15,330.38,0.6561190351912964,0.6148527969835417,0.4583333333333333,0.4967320261437908,0.5502835648549673
Plank,HIIT,"Legs, Core",Shoulders,Wrist Extensors,1,1366.06,5,25,344.44,0.6294217497885621,0.25863642936990777,1.0,0.4183006535947712,0.7560679042591384
Plyometric Push-ups,Yoga,"Core, Shoulders, Hips",Arms,Lats,1,626.43,5,21,336.37,0.4694453903519457,0.7947977410269659,0.8333333333333334,0.3006535947712418,0.6491619203125754
Box Jumps,Yoga,"Back, Hamstrings, Glutes",Shoulders,Lateral,2,836.59,4,19,360.8,0.5586572818242338,0.5546356676588282,0.275,0.43790849673202603,0.7489627469764883
Glute Bridges,Strength,"Glutes, Hamstrings, Core",Forearms,Posterior,1,808.85,4,17,335.7,0.5036429945061811,0.2642253909112045,0.525,0.21568627450980388,0.6940856446775858
Push Ups,HIIT,"Full Body, Core, Shoulders",Abs,Quads,3,1544.4,4,15,366.78,0.7083063707510984,0.42021455141727654,0.125,0.4444444444444443,0.42199204805337076
Plyo Squats,Strength,"Glutes, Hamstrings",Forearms,Anterior,2,1911.5,5,15,338.12,0.723141027398752,0.3194254396640442,0.2708333333333333,0.7450980392156863,0.7193249803800497
Face Pulls,Cardio,"Quadriceps, Hamstrings, Glutes",Legs,Wrist Extensors,2,854.38,4,15,365.07,0.5705615276508846,0.3488731077152987,0.20833333333333334,0.31372549019607837,0.8196984201667658
