Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,E,I,S,D,R,E_scaled,I_scaled,S_scaled,D_scaled,R_scaled
Plyo Squats,Strength,"Core, Shoulders, Legs",Arms,Lateral,2,0.6675410904306227,0.41440092656659444,,0.6078431372549018,,0.4751019677942276,-0.25121679689672266,,0.46867115667061127,
Face Pulls,Yoga,"Shoulders, Upper Back",Abs,Posterior,1,0.5899257572424581,0.5775056032733252,,0.7712418300653592,,-0.18725378941179413,0.541061003137624,,1.2015498235361888,
Rows,HIIT,"Lower Chest, Triceps",Abs,Lateral,2,0.7076871816652631,0.3964367638953671,,0.503267973856209,,0.8177017295464207,-0.338477368254894,,-0.0003711901233585814,
Plyo Squats,Cardio,"Chest, Triceps",Shoulders,Lower,2,0.7339374212361806,0.6249331612874454,,0.803921568627451,,1.0417167094948132,0.7714394452713915,,1.3481255569093058,
Reverse Lunges,HIIT,"Biceps, Forearms",Shoulders,Lats,2,0.6580802191645152,0.4783824268534225,,0.3333333333333333,,0.39436453752256456,0.059572098392220454,,-0.7625650036635594,
Thrusters,HIIT,"Legs, Core",Chest,Upper,1,0.5887754048478153,0.6586585460118587,,0.326797385620915,,-0.1970706967174703,0.9352598467109753,,-0.7918801503381827,
Jumping Jacks,Strength,"Core, Shoulders, Hips",Back,Quads,3,0.7860510872917029,0.276729580085597,,0.9542483660130717,,1.4864456737743972,-0.9199526892086923,,2.022373930425637,
Leg Raises,HIIT,"Rear Deltoids, Upper Back",Arms,Upper,3,0.6420016142228303,0.595510478535689,,0.3660130718954248,,0.2571525187949282,0.6285193351167075,,-0.6159892702904438,
Leg Raises,Cardio,"Glutes, Hamstrings",Arms,Posterior,2,0.7074715814649593,0.5456800999723647,,0.7973856209150325,,0.8158618349268894,0.3864692388217063,,1.3188104102346818,
Bear Crawls,HIIT,"Upper Back, Rear Deltoids",Shoulders,Wrist Extensors,1,0.6606179287766588,0.4746903684543347,,0.33986928104575165,,0.41602091008036085,0.04163799640882272,,-0.7332498569889361,
Pull-ups,Yoga,Full Core,Legs,Middle,2,0.47177944128275945,0.22735122567989163,,0.130718954248366,,-1.1954939058185998,-1.159807086935193,,-1.6713345505768762,
Tricep Extensions,Strength,"Back, Core, Shoulders",Abs,Lateral,1,0.5704525942276291,0.7491917555420947,,0.4117647058823529,,-0.3534343764694324,1.375023154084638,,-0.4107832435680819,
Box Jumps,Yoga,"Lower Back, Glutes",Back,Grip Strength,3,0.5286989000474095,0.40978019997081416,,0.5294117647058822,,-0.7097531422195119,-0.27366188661323304,,0.116889396575134,
Push-ups,Cardio,"Core, Obliques",Chest,Upper,2,0.5191972018220319,0.44100894516058103,,0.15686274509803919,,-0.7908389826623483,-0.12196886323494835,,-1.5540739638783838,
Plank,HIIT,"Quadriceps, Hamstrings, Glutes",Legs,Lats,2,0.8495658017144123,0.21061133165526175,,0.8823529411764705,,2.0284692023365727,-1.24112079711463,,1.6999073170047827,
Step-ups,Yoga,"Shoulders, Triceps",Abs,Wrist Extensors,2,0.49416052832546925,0.5252222238433455,,0.4117647058823529,,-1.0044976007543778,0.28709550276374063,,-0.4107832435680819,
Lunges,Yoga,Quadriceps,Arms,Triceps,3,0.4673579231239627,0.39313556237568587,,0.28104575163398693,,-1.233226372945554,-0.35451289053599816,,-0.9970861770605443,
Bicycle Crunches,Yoga,"Back, Biceps",Back,Lats,2,0.5483178788876256,0.6210013455575397,,0.5816993464052287,,-0.5423281882633545,0.75234072670901,,0.35141056997211917,
Renegade Rows,Strength,"Quadriceps, Hamstrings, Glutes",Back,Lower,3,0.619257473580486,0.3261361584404208,,0.5294117647058822,,0.06305797744137247,-0.6799611941973843,,0.116889396575134,
Pull-ups,Yoga,"Shoulders, Triceps",Legs,Grip Strength,3,0.4821231003874369,0.5935339331617248,,0.2287581699346405,,-1.1072229176370494,0.6189183043420468,,-1.2316073504575296,
Leg Press,Yoga,"Upper Back, Rear Deltoids",Arms,Anterior,2,0.5359311153899439,0.8170062440630201,,0.3594771241830066,,-0.6480346740675021,1.7044307152940468,,-0.6453044169650666,
Lat Pulldowns,Cardio,Calves,Legs,Lateral,2,0.5360832344855427,0.3488638338406507,,0.3464052287581699,,-0.6467365161570463,-0.569561952253111,,-0.7039347103143131,
Plyo Squats,Yoga,"Chest, Triceps, Shoulders",Legs,Anterior,2,0.658232813759303,0.6541716307313503,,0.8431372549019608,,0.39566675326041595,0.9134647428601305,,1.5240164369570446,
Renegade Rows,Cardio,"Upper Chest, Triceps",Arms,Posterior,2,0.6386782633271788,0.65685729007874,,0.5555555555555556,,0.22879162013571555,0.9265102809915567,,0.2341499832736271,
Dragon Flags,Yoga,"Glutes, Hamstrings, Core",Abs,Wrist Extensors,2,0.5936119787586973,0.4175253722343741,,0.6209150326797384,,-0.15579621597461585,-0.23603986273409147,,0.5273014500198573,
Seated Rows,HIIT,"Chest, Triceps",Shoulders,Triceps,1,0.592539709843322,0.3949964396501919,,0.24183006535947713,,-0.1649467724458488,-0.34547371530848187,,-1.172977057108283,
Squats,Strength,"Rear Deltoids, Upper Back",Chest,Upper,1,0.6736610560515125,0.6707371832995918,,0.6405228758169934,,0.5273286902264055,0.9939315928004181,,0.6152468900437273,
Turkish Get-ups,HIIT,"Quadriceps, Calves, Glutes",Forearms,Upper,3,0.47214896157899056,0.20582716075705065,,0.026143790849673224,,-1.1923404838649792,-1.2643598143565349,,-2.1403768973708464,
Squats,Strength,Shoulders,Forearms,Wrist Flexors,1,0.3171395487396088,0.370647597790589,,0.4183006535947712,,-2.515163859065611,-0.46374774185032364,,-0.38146809689345884,
Russian Twists,Strength,"Core, Shoulders, Legs",Back,Lats,2,0.7416414897351504,0.45307063232112343,,0.6862745098039216,,1.1074618904351736,-0.06337945205920671,,0.8204529167660896,
Zottman Curls,Cardio,"Shoulders, Upper Back",Chest,Grip Strength,3,0.7148439821589958,0.27508008434253317,,0.6928104575163399,,0.8787766204923452,-0.9279650827517077,,0.8497680634407125,
Seated Rows,Yoga,"Shoulders, Triceps",Shoulders,Quads,2,0.5456308465954637,0.7131266493285534,,0.5686274509803922,,-0.5652588546073,1.199837600942921,,0.29278027662287365,
Tricep Extensions,HIIT,"Lower Chest, Triceps",Chest,Quads,1,0.7441622577353416,0.16260437231007555,,0.633986928104575,,1.1289736862224775,-1.4743136699635842,,0.5859317433691038,
Wall Angels,Cardio,Full Body,Back,Quads,1,0.5015243711118085,0.3989308713281674,,0.2679738562091503,,-0.9416558468851104,-0.3263622898291458,,-1.0557164704097906,
Leg Raises,Yoga,"Upper Back, Rear Deltoids",Back,Lower,2,0.6518355103304309,0.4372557195572616,,0.830065359477124,,0.34107327820008587,-0.14020008372519308,,1.4653861436077975,
Flutter Kicks,Cardio,Full Core,Shoulders,Grip Strength,3,0.7050475579585924,0.3366081162058622,,0.8758169934640523,,0.795175639827367,-0.629093862689936,,1.67059217033016,
Lat Pulldowns,Yoga,"Shoulders, Triceps",Forearms,Lats,3,0.4996387566381719,0.31202194594996163,,0.4052287581699347,,-0.957747352921119,-0.7485207073084933,,-0.44009839024270464,
Bench Press,Strength,"Quadriceps, Glutes",Back,Lower Chest,1,0.7470502104893654,0.1598307333448234,,0.6797385620915032,,1.1536189728506911,-1.4877865673804418,,0.791137770091466,
Thrusters,Strength,Calves,Chest,Triceps,1,0.6340906711684617,0.09217348252422516,,0.43790849673202603,,0.18964190637138936,-1.8164303495136587,,-0.2935226568695898,
Bear Crawls,Strength,"Obliques, Core",Abs,Quads,2,0.5892438338250493,0.08561522266441922,,0.4575163398692809,,-0.19307320527900837,-1.8482869694383168,,-0.20557721684572047,
Bicep Curls,HIIT,"Back, Core, Shoulders",Shoulders,Quads,3,0.7681850631161535,0.49990493271418995,,0.6666666666666665,,1.333980130112187,0.1641172526998129,,0.7325074767422195,
Squats,Yoga,"Core, Shoulders, Legs",Abs,Quads,3,0.5683764081159095,0.508806487206227,,0.5163398692810457,,-0.37115218772709674,0.20735638079984697,,0.05825910322588796,
Face Pulls,Strength,"Legs, Core",Forearms,Triceps,1,0.6280626307720534,0.5765057734054013,,0.37254901960784315,,0.13819965782042407,0.5362043489682792,,-0.5866741236158205,
Reverse Lunges,Cardio,"Upper Back, Rear Deltoids",Arms,Upper,3,0.7429764566721593,0.5778702589083475,,0.9084967320261438,,1.1188542661435128,0.5428323108040809,,1.8171679037032757,
Bicep Curls,HIIT,Triceps,Abs,Lower,2,0.6690133960362761,0.5811353649753922,,0.5555555555555556,,0.4876663678195039,0.5586925001248828,,0.2341499832736271,
Leg Press,Cardio,"Upper Back, Rear Deltoids",Back,Lower Chest,2,0.5853753359261284,0.628852321647982,,0.5294117647058822,,-0.22608629367067617,0.7904766906227975,,0.116889396575134,
Leg Raises,Cardio,Calves,Chest,Anterior,3,0.6412535350658896,0.4991533900407435,,0.6078431372549018,,0.2507685413501069,0.16046664875655073,,0.46867115667061127,
Bench Press,Yoga,Full Core,Chest,Lats,1,0.63372203505285,0.2576854546892016,,0.6535947712418301,,0.1864960298614273,-1.0124591585343001,,0.6738771833929739,
Frog Jumps,Yoga,Core,Back,Lateral,1,0.6612040620856968,0.7816749990874695,,0.9738562091503268,,0.4210228698192999,1.532809878866193,,2.110319370449507,
Dragon Flags,Strength,"Quadriceps, Glutes",Forearms,Quads,3,0.6076272601611897,0.5252246862806697,,0.4052287581699347,,-0.036192241547319294,0.28710746400522863,,-0.44009839024270464,
Glute Bridges,HIIT,"Full Body, Core, Shoulders",Chest,Wrist Flexors,2,0.5643730745970137,0.46603529143396055,,0.22222222222222218,,-0.40531593985360087,-0.00040387215856024474,,-1.2609224971321524,
Bulgarian Split Squats,Yoga,Lower Abs,Forearms,Middle,3,0.5631020399385399,0.14935842448929892,,0.6209150326797384,,-0.41616272861385156,-1.5386556043011517,,0.5273014500198573,
Burpees,Cardio,"Shoulders, Upper Back",Legs,Lats,1,0.6994172382627253,0.47620126132947893,,0.718954248366013,,0.7471274705767489,0.04897712921222586,,0.9670286501392046,
Glute Bridges,Cardio,Shoulders,Back,Lats,1,0.5886654957929064,0.29254487860167366,,0.35294117647058826,,-0.19800864148041442,-0.8431301837588127,,-0.6746195636396898,
Push Ups,Yoga,"Quadriceps, Calves, Glutes",Back,Wrist Flexors,1,0.5989372772331333,0.24470744098719976,,0.4640522875816993,,-0.11035104478876348,-1.0754996080925028,,-0.17626207017109696,
Bulgarian Split Squats,HIIT,"Core, Lower Back",Back,Triceps,1,0.7292617852873533,0.688103886322124,,0.5555555555555556,,1.0018156453352713,1.0782900155161657,,0.2341499832736271,
Push-ups,HIIT,"Lower Chest, Triceps",Chest,Wrist Extensors,2,0.36864072549825855,0.6668818941704813,,0.4901960784313726,,-2.0756617719422086,0.9752046007154516,,-0.05900148347260413,
Reverse Lunges,Strength,"Quadriceps, Calves, Glutes",Legs,Posterior,3,0.6582827677319054,0.15970648777624646,,0.6013071895424835,,0.3960930517763074,-1.4883900878172784,,0.43935600999598823,
Plyometric Push-ups,Yoga,"Shoulders, Upper Back",Shoulders,Middle,2,0.48727950088789534,0.36548524762681694,,0.3856209150326798,,-1.0632190923921236,-0.488823757531433,,-0.528043830266574,
Decline Push-ups,Strength,Full Core,Shoulders,Lateral,2,0.5941201245812617,0.38734533965822054,,0.4183006535947712,,-0.15145978788430833,-0.38263878495502074,,-0.38146809689345884,
Bench Press,HIIT,"Legs, Shoulders, Core",Shoulders,Wrist Flexors,1,0.7044591717825853,0.5957437290220187,,0.5816993464052287,,0.7901544545134559,0.6296523448249364,,0.35141056997211917,
Glute Bridges,Yoga,Shoulders,Chest,Wrist Flexors,1,0.5438507694632106,0.7777580203821148,,0.5816993464052287,,-0.5804497233234104,1.5137832308624712,,0.35141056997211917,
Tricep Dips,Cardio,"Quadriceps, Calves, Glutes",Chest,Grip Strength,3,0.6244955194548176,0.23312990805585523,,0.5163398692810457,,0.10775855010994223,-1.1317372495009317,,0.05825910322588796,
Box Jumps,Strength,"Core, Lower Back",Shoulders,Wrist Extensors,2,0.7238364222924578,0.40782777245113466,,0.7058823529411765,,0.9555165409316392,-0.2831457653790119,,0.9083983567899591,
Plyo Squats,Cardio,"Rear Deltoids, Upper Back",Abs,Grip Strength,3,0.5668174733629496,0.26732683826252757,,0.2941176470588235,,-0.38445586583188873,-0.9656263250374617,,-0.9384558837112983,
Windshield Wipers,Yoga,"Back, Biceps",Chest,Quads,2,0.5161043090714763,0.5403064302014369,,0.5359477124183007,,-0.8172331915847632,0.36036674225211496,,0.146204543249758,
Jumping Jacks,Yoga,"Back, Hamstrings, Glutes",Arms,Grip Strength,1,0.5612703908124033,0.552420708400098,,0.43790849673202603,,-0.4317937037581158,0.4192116133743374,,-0.2935226568695898,
Bench Press,Strength,"Biceps, Forearms",Forearms,Lower Chest,1,0.6735555535046301,0.21320972775125854,,0.4967320261437908,,0.52642834983673,-1.2284991385324198,,-0.029686336797981355,
Glute Bridges,HIIT,"Triceps, Chest",Abs,Lats,3,0.8520614086715499,0.790344155349492,,0.8627450980392157,,2.0497662781576107,1.5749201370765005,,1.611961876980914,
Thrusters,Yoga,"Triceps, Chest",Shoulders,Wrist Flexors,1,0.5333383425560192,0.6491939194642213,,0.5098039215686274,,-0.6701609465852532,0.8892856070342575,,0.02894395655126494,
Decline Push-ups,HIIT,"Biceps, Forearms",Forearms,Lower,3,0.49894314912851007,0.18535605569018093,,0.11764705882352944,,-0.9636835464521484,-1.363797809723238,,-1.7299648439261224,
Bulgarian Split Squats,Yoga,"Upper Chest, Triceps",Chest,Grip Strength,3,0.5095735832028319,0.37759516725984277,,0.3790849673202614,,-0.8729652705458125,-0.4300000580571523,,-0.5573589769411975,
Step-ups,HIIT,"Back, Hamstrings, Glutes",Arms,Upper,2,0.6448552514389706,0.20473291826624496,,0.35294117647058826,,0.28150496258983687,-1.2696750760082804,,-0.6746195636396898,
Box Jumps,Cardio,"Rear Deltoids, Upper Back",Arms,Lower Chest,1,0.47237888649065896,0.4559384090162245,,0.17647058823529413,,-1.19037834464953,-0.04944928244751778,,-1.466128523854514,
Deadlifts,HIIT,"Upper Back, Rear Deltoids",Forearms,Middle,3,0.600165499644319,0.15127676190831402,,0.18300653594771243,,-0.09986960830241776,-1.5293373175374092,,-1.4368133771798912,
Resistance Band Pull-Aparts,Yoga,"Glutes, Hamstrings",Arms,Lats,1,0.6200842427341157,0.47572473578319174,,0.7124183006535948,,0.07011348163484626,0.04666241562402255,,0.937713503464582,
Windshield Wipers,HIIT,"Quadriceps, Glutes",Legs,Posterior,1,0.6801608302099511,0.3653215689313969,,0.47058823529411753,,0.5827966326746281,-0.4896188236162214,,-0.14694692349647417,
Tricep Dips,HIIT,"Full Body, Core, Shoulders",Shoulders,Middle,1,0.7148823700391327,0.24459181708668598,,0.5751633986928104,,0.8791042159863174,-1.0760612489441332,,0.32209542329749613,
Seated Rows,Cardio,Quadriceps,Abs,Lateral,2,0.5551372082077404,0.2262323102706572,,0.3856209150326798,,-0.4841332176315646,-1.1652421968091222,,-0.528043830266574,
Dragon Flags,Strength,"Chest, Triceps, Shoulders",Shoulders,Lateral,3,0.6573536833462588,0.2294535741158151,,0.5686274509803922,,0.3881644071839897,-1.1495949702298334,,0.29278027662287365,
Burpees,Yoga,"Glutes, Hamstrings",Abs,Lower,1,0.6013768734341659,0.5241991917804693,,0.6405228758169934,,-0.08953195502083733,0.28212614438294115,,0.6152468900437273,
Push-ups,Yoga,"Core, Shoulders, Legs",Back,Upper,3,0.5510119796980872,0.6327498330506698,,0.4967320261437908,,-0.5193372004133562,0.8094087765818192,,-0.029686336797981355,
Turkish Get-ups,Cardio,"Core, Lower Back",Legs,Grip Strength,1,0.51258216410446,0.5556892769168986,,0.08496732026143794,,-0.8472905642814921,0.4350886214775969,,-1.8765405772992378,
Jumping Jacks,Yoga,"Obliques, Core",Back,Posterior,3,0.5989013872440738,0.6014636397195257,,0.5294117647058822,,-0.11065732371462934,0.6574366999722879,,0.116889396575134,
Seated Rows,HIIT,"Chest, Triceps, Shoulders",Abs,Middle,1,0.94311820020148,0.38588532134024833,,0.9084967320261438,,2.826829103570496,-0.38973079558481244,,1.8171679037032757,
Push-ups,Strength,"Chest, Triceps, Shoulders",Forearms,Lats,2,0.5066857017313481,0.3759988597061275,,0.28104575163398693,,-0.897609948861225,-0.43775409100318335,,-0.9970861770605443,
Flutter Kicks,Yoga,"Core, Obliques",Abs,Upper,3,0.49831976422612967,0.5251067085804104,,0.3333333333333333,,-0.9690034048111399,0.2865343896170395,,-0.7625650036635594,
Renegade Rows,HIIT,"Shoulders, Upper Back",Chest,Wrist Extensors,3,0.5166381343905571,0.28470064927091554,,0.15686274509803919,,-0.8126776191364908,-0.8812333754184389,,-1.5540739638783838,
Pull-ups,Strength,"Shoulders, Upper Back",Back,Anterior,1,0.7549445898985969,0.5805873497870562,,0.8366013071895425,,1.220988234006817,0.5560305269885701,,1.4947012902824215,
Bird Dogs,Yoga,"Core, Shoulders, Hips",Legs,Lower Chest,1,0.5831834309245807,0.8626117004850854,,0.7777777777777778,,-0.24479162981223662,1.9259583343248816,,1.2308649702108132,
Burpees,HIIT,Full Body,Legs,Lower Chest,2,0.7371902947151148,0.6711619717685837,,0.6470588235294117,,1.0694761661347982,0.9959949945402594,,0.6445620367183504,
Kettlebell Swings,Strength,"Quadriceps, Calves, Glutes",Forearms,Triceps,1,0.6290015442193733,0.40243444102517595,,0.6143790849673202,,0.14621218191592472,-0.3093437680561377,,0.4979863033452348,
Superman,Cardio,"Glutes, Hamstrings",Forearms,Lats,2,0.5782216351451765,0.21607757674915487,,0.28758169934640526,,-0.28713473220672614,-1.2145686177113064,,-0.967771030385921,
Dead Bugs,Yoga,"Lower Back, Glutes",Legs,Middle,1,0.5231862939208248,0.19358268639297296,,0.3856209150326798,,-0.7567967643386181,-1.323837110824197,,-0.528043830266574,
Push-ups,Strength,"Lower Chest, Triceps",Back,Lower,2,0.8042311768726279,0.529603823627333,,0.830065359477124,,1.6415913969944977,0.3083790386351886,,1.4653861436077975,
Jumping Jacks,Strength,"Lower Back, Glutes",Shoulders,Middle,2,0.6328076411057246,0.7174134197120168,,0.5686274509803922,,0.17869275091698852,1.220660504842663,,0.29278027662287365,
Bulgarian Split Squats,Yoga,Lower Abs,Arms,Middle,2,0.5406643758053341,0.35783663422072143,,0.4771241830065359,,-0.6076418527304012,-0.5259767486353631,,-0.11763177682185066,
Plyometric Push-ups,Cardio,Quadriceps,Abs,Middle,3,0.7133597247191844,0.4935096761754608,,0.8823529411764705,,0.8661102255926211,0.13305241824218453,,1.6999073170047827,
Seated Rows,Yoga,"Back, Biceps",Chest,Posterior,1,0.5251324227290926,0.5044575570036823,,0.4183006535947712,,-0.7401888394934641,0.1862315367858995,,-0.38146809689345884,
Bench Press,HIIT,"Lower Back, Glutes",Shoulders,Triceps,1,0.5466240537826327,0.22797265783948772,,0.11111111111111113,,-0.5567829971768495,-1.1567884922865512,,-1.7592799906007455,
Plank,HIIT,"Biceps, Forearms",Legs,Posterior,1,0.586117877830735,0.09405673015785364,,0.3464052287581699,,-0.21974957017442423,-1.807282510701079,,-0.7039347103143131,
Plyometric Push-ups,Cardio,"Chest, Triceps, Shoulders",Shoulders,Triceps,2,0.5982142145527128,0.020001724737984297,,0.5098039215686274,,-0.11652153597297611,-2.167003261572501,,0.02894395655126494,
Bear Crawls,Cardio,"Quadriceps, Calves, Glutes",Shoulders,Wrist Flexors,3,0.549710234504567,0.39254540902821883,,0.33986928104575165,,-0.5304460675395604,-0.35737954896207624,,-0.7332498569889361,
Push-ups,HIIT,Calves,Legs,Wrist Extensors,1,0.6469511820444579,0.5374700611142,,0.4313725490196078,,0.29939126992402354,0.34658913448577255,,-0.32283780354421254,
Pull-ups,HIIT,Full Core,Abs,Lower Chest,3,0.6799845577262094,0.6710577095975594,,0.5098039215686274,,0.5812923539496976,0.9954885430690089,,0.02894395655126494,
Prone Cobras,Yoga,"Back, Core, Shoulders",Arms,Posterior,2,0.49949796307571087,0.31707935192135867,,0.3986928104575163,,-0.9589488607011287,-0.7239544560041022,,-0.4694135369173282,
Leg Raises,Cardio,Full Core,Forearms,Quads,2,0.7431739192380241,0.3444252041861392,,0.8366013071895425,,1.1205393773446226,-0.5911225096132572,,1.4947012902824215,
