Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Sets,Reps,Burns Calories (per 30 min),pseudo_target
Tricep Extensions,HIIT,"Shoulders, Upper Back",Back,Wrist Flexors,1,5,23,368.88,0.50769544
Bear Crawls,HIIT,Calves,Back,Anterior,1,5,15,341.64,0.50769526
Frog Jumps,HIIT,"Quadriceps, Hamstrings, Glutes",Back,Lateral,1,4,22,328.57,0.5076915
Russian Twists,HIIT,"Quadriceps, Hamstrings, Glutes",Back,Lateral,1,4,22,331.67,0.5076915
Wall Angels,HIIT,"Quadriceps, Hamstrings, Glutes",Abs,Anterior,1,5,21,336.58,0.5076893
Shoulder Press,HIIT,"Back, Biceps",Back,Lats,1,4,17,346.84,0.5076847
Russian Twists,HIIT,"Quadriceps, Calves, Glutes",Forearms,Grip Strength,1,4,23,329.87,0.5076846
Inverted Rows,HIIT,"Chest, Triceps",Legs,Middle,1,5,20,359.57,0.50768447
Plank,HIIT,Core,Arms,Middle,1,4,19,333.69,0.5076787
Bird Dogs,HIIT,"Shoulders, Triceps",Shoulders,Quads,1,4,21,342.93,0.50767696
Leg Press,HIIT,"Core, Lower Back",Back,Anterior,1,4,22,330.92,0.50767606
Box Jumps,HIIT,Quadriceps,Arms,Lats,1,5,15,346.91,0.5076657
Frog Jumps,HIIT,"Core, Shoulders, Legs",Legs,Lower Chest,1,5,21,366.37,0.5076644
Decline Push-ups,HIIT,"Back, Hamstrings, Glutes",Forearms,Triceps,1,4,15,366.49,0.5076539
Burpees,HIIT,Calves,Legs,Lower,1,4,25,341.31,0.5076537
Push-ups,HIIT,"Chest, Triceps",Back,Posterior,1,4,20,357.32,0.50764364
Bulgarian Split Squats,HIIT,"Chest, Triceps",Shoulders,Triceps,1,4,21,364.79,0.5076431
Box Jumps,HIIT,"Legs, Shoulders, Core",Abs,Lower Chest,1,4,25,367.54,0.50763774
Resistance Band Pull-Aparts,HIIT,"Core, Obliques",Shoulders,Lower,1,5,17,336.63,0.5076374
Lateral Raises,HIIT,"Obliques, Core",Chest,Posterior,1,3,20,208.78,0.5076321
Deadlift,HIIT,Full Core,Forearms,Middle,1,5,17,363.4,0.5076307
Bear Crawls,HIIT,"Quadriceps, Hamstrings, Glutes",Arms,Middle,1,4,22,372.13,0.5076269
Bird Dogs,HIIT,Triceps,Abs,Triceps,1,4,23,347.51,0.5076262
Rows,HIIT,"Rear Deltoids, Upper Back",Back,Lateral,1,4,15,344.04,0.5076239
Russian Twists,HIIT,Quadriceps,Arms,Triceps,1,4,21,357.11,0.50762177
Glute Bridges,HIIT,"Shoulders, Upper Back",Legs,Wrist Flexors,1,5,24,336.44,0.5076186
Incline Push-ups,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Grip Strength,1,4,19,341.75,0.5076099
Resistance Band Pull-Aparts,HIIT,"Quadriceps, Calves, Glutes",Abs,Triceps,1,4,15,338.16,0.507603
Rows,HIIT,"Legs, Shoulders, Core",Shoulders,Posterior,1,5,18,334.14,0.50759304
Resistance Band Pull-Aparts,HIIT,"Obliques, Core",Back,Grip Strength,1,4,21,340.16,0.507593
Dead Bugs,HIIT,Full Body,Arms,Grip Strength,1,4,23,356.55,0.5075895
Bicycle Crunches,HIIT,Quadriceps,Back,Middle,1,4,19,335.3,0.5075884
Bicycle Crunches,HIIT,"Full Body, Core, Shoulders",Back,Triceps,1,4,19,364.95,0.5075865
Flutter Kicks,HIIT,"Chest, Triceps, Shoulders",Arms,Lower,1,3,12,170.61,0.5075675
Lunges,HIIT,"Lower Chest, Triceps",Shoulders,Lateral,1,4,22,368.3,0.5075657
Inverted Rows,HIIT,Calves,Arms,Anterior,1,5,22,360.63,0.50756395
Squats,HIIT,"Quadriceps, Hamstrings, Glutes",Abs,Lower,1,4,25,358.16,0.5075637
Leg Press,HIIT,"Back, Biceps",Back,Posterior,1,5,16,342.32,0.5075405
Leg Press,HIIT,"Triceps, Chest",Chest,Lateral,1,5,15,356.54,0.5075371
Plyometric Push-ups,HIIT,Full Core,Shoulders,Lower Chest,1,3,20,210.22,0.5075347
Wall Angels,HIIT,"Quadriceps, Hamstrings, Glutes",Arms,Wrist Flexors,1,5,21,331.16,0.50753343
Inverted Rows,HIIT,Calves,Forearms,Lower,1,5,23,359.72,0.5075315
Zottman Curls,HIIT,"Glutes, Hamstrings",Arms,Lats,1,4,22,364.47,0.5075284
Wall Angels,HIIT,"Core, Lower Back",Forearms,Lower,1,4,18,333.44,0.5075257
Turkish Get-ups,HIIT,"Quadriceps, Hamstrings, Glutes",Arms,Upper,1,5,17,360.67,0.5075247
Incline Push-ups,HIIT,"Shoulders, Upper Back",Back,Lower Chest,1,5,17,338.75,0.5075022
Push Ups,HIIT,"Quadriceps, Hamstrings, Glutes",Abs,Quads,1,4,21,359.3,0.50749457
Rows,HIIT,"Core, Lower Back",Abs,Posterior,1,5,22,330.45,0.50749093
Wall Angels,HIIT,"Rear Deltoids, Upper Back",Back,Triceps,1,4,23,337.76,0.50748926
Kettlebell Swings,HIIT,"Core, Lower Back",Back,Quads,1,5,22,363.87,0.50748575
Windshield Wipers,HIIT,"Full Body, Core, Shoulders",Abs,Triceps,1,4,21,336.17,0.5074819
Plyo Squats,HIIT,"Lower Back, Glutes",Abs,Triceps,1,5,17,360.97,0.50747603
Kettlebell Swings,HIIT,"Legs, Shoulders, Core",Back,Lower,1,4,24,346.52,0.5074757
Resistance Band Pull-Aparts,HIIT,"Full Body, Core, Shoulders",Shoulders,Middle,1,5,25,348.9,0.5074734
Rows,HIIT,"Legs, Shoulders, Core",Abs,Anterior,1,4,18,360.15,0.50746953
Bench Press,HIIT,"Back, Biceps",Arms,Lower,1,5,19,365.19,0.5074688
Superman,HIIT,Full Core,Chest,Anterior,1,4,15,365.13,0.50746113
Bicycle Crunches,HIIT,"Full Body, Core, Shoulders",Arms,Anterior,1,4,24,333.96,0.50745517
Dragon Flags,HIIT,"Full Body, Core, Shoulders",Arms,Anterior,1,5,17,347.51,0.50745517
Russian Twists,HIIT,"Chest, Triceps",Chest,Posterior,1,5,15,341.94,0.50745094
Inverted Rows,HIIT,"Upper Chest, Triceps",Chest,Posterior,1,3,5,239.28,0.50745094
Superman,HIIT,"Legs, Shoulders, Core",Forearms,Anterior,1,4,24,372.69,0.5074478
Bird Dogs,HIIT,"Legs, Shoulders, Core",Chest,Lower Chest,1,5,24,331.18,0.5074446
Turkish Get-ups,HIIT,"Core, Obliques",Chest,Lats,1,5,16,345.81,0.50744146
Squats,HIIT,"Legs, Shoulders, Core",Legs,Quads,1,4,21,341.33,0.5074409
Seated Rows,HIIT,"Legs, Shoulders, Core",Legs,Quads,1,4,17,367.0,0.5074409
Tricep Dips,HIIT,"Back, Biceps",Arms,Quads,1,4,17,350.65,0.5074396
Bird Dogs,HIIT,"Lower Back, Glutes",Abs,Lower,1,5,17,349.03,0.50742865
Bicycle Crunches,HIIT,Core,Back,Lower,1,4,23,371.89,0.50742555
Deadlift,HIIT,"Shoulders, Upper Back",Shoulders,Lower Chest,1,3,20,220.19,0.50741786
Bicycle Crunches,HIIT,"Core, Shoulders, Legs",Chest,Upper,1,4,16,350.51,0.5074141
Reverse Lunges,HIIT,"Triceps, Chest",Chest,Posterior,1,5,15,356.92,0.5074135
Bench Press,HIIT,"Full Body, Core, Shoulders",Chest,Middle,1,4,23,360.61,0.5074037
Shoulder Press,HIIT,"Chest, Triceps, Shoulders",Shoulders,Triceps,1,4,19,365.45,0.5074021
Dragon Flags,HIIT,"Full Body, Core, Shoulders",Chest,Anterior,1,5,23,372.61,0.5073938
Zottman Curls,HIIT,"Lower Abs, Hip Flexors",Legs,Triceps,1,5,15,337.77,0.5073925
Resistance Band Pull-Aparts,HIIT,"Legs, Shoulders, Core",Shoulders,Triceps,1,3,10,289.03,0.5073887
Wall Angels,HIIT,"Triceps, Chest",Back,Middle,1,4,24,374.95,0.50738645
Bench Press,HIIT,"Legs, Shoulders, Core",Arms,Triceps,1,4,15,357.23,0.50738037
Wall Angels,HIIT,Shoulders,Arms,Lower,1,5,20,346.29,0.5073789
Tricep Dips,HIIT,"Legs, Core",Arms,Lats,1,4,20,336.01,0.5073703
Superman,HIIT,"Upper Chest, Triceps",Chest,Grip Strength,1,5,25,352.41,0.5073672
Rows,HIIT,"Shoulders, Triceps",Arms,Posterior,1,4,24,331.87,0.50736517
Deadlifts,HIIT,"Shoulders, Triceps",Arms,Posterior,1,5,22,337.85,0.5073629
Box Jumps,HIIT,"Glutes, Hamstrings",Abs,Middle,1,5,19,360.86,0.50736016
Turkish Get-ups,HIIT,"Rear Deltoids, Upper Back",Forearms,Grip Strength,1,4,25,368.93,0.5073598
Wall Angels,HIIT,"Chest, Triceps",Chest,Triceps,1,4,17,336.05,0.50735843
Bulgarian Split Squats,HIIT,Triceps,Back,Lateral,1,4,24,358.83,0.5073529
Superman,HIIT,Lower Abs,Arms,Wrist Extensors,1,4,21,338.81,0.50734735
Inverted Rows,HIIT,"Lower Chest, Triceps",Forearms,Lateral,1,5,22,364.56,0.5073438
Bird Dogs,HIIT,"Legs, Shoulders, Core",Back,Anterior,1,4,18,341.2,0.5073371
Push Ups,HIIT,Triceps,Back,Middle,1,4,25,355.54,0.5073269
Superman,HIIT,Core,Abs,Lateral,1,4,23,363.11,0.50732476
Box Jumps,HIIT,"Lower Back, Glutes",Abs,Wrist Flexors,1,5,20,332.33,0.5073233
Bicycle Crunches,HIIT,"Obliques, Core",Chest,Lower Chest,1,5,15,363.16,0.50731635
Rows,HIIT,"Legs, Shoulders, Core",Arms,Wrist Flexors,1,5,17,358.53,0.50731367
Inverted Rows,HIIT,"Quadriceps, Hamstrings, Glutes",Chest,Posterior,1,4,17,345.67,0.5073095
Decline Push-ups,HIIT,"Upper Back, Rear Deltoids",Chest,Quads,1,3,12,259.95,0.50730515
Rows,HIIT,"Shoulders, Triceps",Chest,Posterior,1,4,22,360.95,0.5073038
Bulgarian Split Squats,HIIT,"Core, Lower Back",Back,Triceps,1,5,25,355.13,0.5072991
Reverse Lunges,HIIT,Calves,Abs,Lower,1,5,17,358.21,0.50729865
Lat Pulldowns,HIIT,Full Core,Abs,Lower,1,4,20,339.97,0.5072921
Deadlift,HIIT,"Back, Hamstrings, Glutes",Abs,Middle,1,4,15,330.38,0.507279
Wall Angels,HIIT,"Quadriceps, Hamstrings, Glutes",Arms,Anterior,1,4,22,345.16,0.5072784
Turkish Get-ups,HIIT,"Full Body, Core, Shoulders",Abs,Lats,1,5,18,348.07,0.5072757
Incline Push-ups,HIIT,Calves,Back,Posterior,1,5,23,361.73,0.50727457
Bird Dogs,HIIT,"Full Body, Core, Shoulders",Forearms,Quads,1,4,15,350.56,0.5072738
Shoulder Press,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Upper,1,5,15,367.06,0.50727046
Push Ups,HIIT,"Shoulders, Triceps",Chest,Posterior,1,5,22,337.65,0.5072364
Jumping Jacks,HIIT,"Core, Shoulders, Legs",Forearms,Grip Strength,1,4,21,366.31,0.507231
Jumping Jacks,HIIT,"Full Body, Core, Shoulders",Chest,Middle,1,5,21,362.31,0.5072291
Bulgarian Split Squats,HIIT,"Shoulders, Triceps",Shoulders,Posterior,1,5,15,368.6,0.5072224
Zottman Curls,HIIT,"Upper Back, Rear Deltoids",Arms,Middle,1,4,20,355.0,0.5072137
Bicep Curls,HIIT,"Full Body, Core, Shoulders",Forearms,Wrist Flexors,1,5,21,338.12,0.507209
Bird Dogs,HIIT,"Glutes, Hamstrings",Arms,Quads,1,5,23,339.7,0.50720876
Renegade Rows,HIIT,Shoulders,Shoulders,Grip Strength,1,4,21,364.24,0.507205
Bear Crawls,HIIT,Quadriceps,Arms,Posterior,1,5,19,345.55,0.5072011
Plyo Squats,HIIT,Triceps,Legs,Wrist Flexors,1,4,25,343.48,0.50719655
Rows,HIIT,"Legs, Shoulders, Core",Back,Anterior,1,5,16,349.55,0.5071899
Box Jumps,HIIT,"Full Body, Core, Shoulders",Abs,Lats,1,5,22,326.02,0.5071723
Bear Crawls,HIIT,"Rear Deltoids, Upper Back",Chest,Lower,1,5,16,359.36,0.507171
Lat Pulldowns,HIIT,"Obliques, Core",Legs,Lateral,1,4,15,353.04,0.5071703
Bulgarian Split Squats,HIIT,Core,Back,Posterior,1,4,22,342.23,0.5071636
Face Pulls,HIIT,"Core, Lower Back",Back,Quads,1,5,20,367.43,0.5071613
Inverted Rows,HIIT,"Core, Shoulders, Legs",Arms,Lats,1,4,22,361.08,0.50715196
Superman,HIIT,"Back, Hamstrings, Glutes",Arms,Lower,1,5,21,336.24,0.5071509
Dragon Flags,HIIT,Calves,Arms,Posterior,1,4,18,341.43,0.50714326
Bicep Curls,HIIT,"Back, Biceps",Shoulders,Lower,1,5,19,368.97,0.50712925
Decline Push-ups,HIIT,"Legs, Shoulders, Core",Abs,Quads,1,4,23,328.92,0.5071233
Wall Angels,HIIT,Full Core,Chest,Lower,1,5,22,340.96,0.50709695
Decline Push-ups,HIIT,"Core, Shoulders, Legs",Back,Lateral,1,5,20,355.91,0.50709254
Rows,HIIT,"Shoulders, Triceps",Chest,Lower,1,4,20,334.56,0.5070857
Bulgarian Split Squats,HIIT,Core,Forearms,Lower,1,5,19,362.23,0.507079
Flutter Kicks,HIIT,Calves,Arms,Lower,1,4,16,333.89,0.5070707
Plyo Squats,HIIT,"Lower Abs, Hip Flexors",Chest,Wrist Extensors,1,3,20,191.52,0.50706816
Bulgarian Split Squats,HIIT,"Lower Back, Glutes",Chest,Triceps,1,4,25,358.16,0.50706786
Resistance Band Pull-Aparts,HIIT,Lower Abs,Abs,Lower Chest,1,4,24,350.3,0.5070663
Frog Jumps,HIIT,Calves,Back,Lower,1,5,22,345.99,0.5070565
Plyometric Push-ups,HIIT,"Lower Chest, Triceps",Abs,Middle,1,4,21,334.32,0.5070536
Bulgarian Split Squats,HIIT,Full Body,Chest,Quads,1,4,19,359.53,0.50705355
Box Jumps,HIIT,"Shoulders, Triceps",Abs,Triceps,1,4,23,363.61,0.50703794
Tricep Dips,HIIT,"Full Body, Core, Shoulders",Arms,Posterior,1,4,18,358.31,0.5070345
Box Jumps,HIIT,"Quadriceps, Hamstrings, Glutes",Shoulders,Posterior,1,5,16,366.44,0.50702
Decline Push-ups,HIIT,"Core, Lower Back",Arms,Lower,1,4,17,354.87,0.5070091
Bicycle Crunches,HIIT,"Chest, Triceps",Back,Quads,1,5,24,354.03,0.50699353
Jumping Jacks,HIIT,Core,Back,Quads,1,5,22,359.13,0.50699353
Lunges,HIIT,Quadriceps,Back,Quads,1,4,19,359.26,0.5069788
Zottman Curls,HIIT,"Lower Back, Glutes",Shoulders,Anterior,1,4,19,364.7,0.5069762
Bulgarian Split Squats,HIIT,"Triceps, Chest",Arms,Grip Strength,1,5,15,367.55,0.50697136
Turkish Get-ups,HIIT,"Obliques, Core",Forearms,Grip Strength,1,5,17,351.53,0.50695217
Bulgarian Split Squats,HIIT,"Obliques, Core",Legs,Anterior,1,4,24,352.36,0.50694704
Thrusters,HIIT,"Legs, Core",Chest,Upper,1,5,16,340.55,0.5069467
Calf Raises,HIIT,Lower Abs,Legs,Lower Chest,1,5,21,338.7,0.50693667
Bird Dogs,HIIT,"Core, Shoulders, Hips",Chest,Triceps,1,4,20,344.44,0.50693274
Deadlifts,HIIT,"Upper Back, Rear Deltoids",Shoulders,Wrist Flexors,1,5,23,339.51,0.5069168
Bulgarian Split Squats,HIIT,"Obliques, Core",Abs,Grip Strength,1,5,15,351.75,0.50691277
Box Jumps,HIIT,"Shoulders, Triceps",Arms,Grip Strength,1,4,23,332.17,0.5069104
Reverse Lunges,HIIT,"Full Body, Core, Shoulders",Back,Lower,1,5,17,364.84,0.50691026
Decline Push-ups,HIIT,"Shoulders, Upper Back",Back,Posterior,1,5,17,342.58,0.50690794
Step-ups,HIIT,"Obliques, Core",Chest,Lats,1,4,15,335.16,0.5069076
Bulgarian Split Squats,HIIT,"Lower Back, Glutes",Abs,Lower,1,4,24,353.77,0.5069014
Turkish Get-ups,HIIT,"Glutes, Hamstrings, Core",Forearms,Lateral,1,4,22,357.23,0.5068825
Bear Crawls,HIIT,Calves,Chest,Lower,1,4,21,361.72,0.5068638
Flutter Kicks,HIIT,"Core, Shoulders, Legs",Shoulders,Wrist Flexors,1,5,17,358.68,0.50686264
Plank,HIIT,"Legs, Core",Chest,Middle,1,4,15,372.57,0.5068527
Step-ups,HIIT,"Obliques, Core",Chest,Triceps,1,4,24,368.91,0.5068487
Step-ups,HIIT,"Shoulders, Upper Back",Abs,Posterior,1,4,21,335.78,0.50682974
Tricep Extensions,HIIT,"Core, Shoulders, Legs",Forearms,Triceps,1,5,25,362.83,0.50682926
Bicep Curls,HIIT,"Shoulders, Triceps",Arms,Triceps,1,5,18,352.41,0.50681293
Deadlifts,HIIT,Triceps,Forearms,Lats,1,5,17,344.15,0.5068105
Plyo Squats,HIIT,"Rear Deltoids, Upper Back",Abs,Middle,1,3,12,180.59,0.5068082
Lateral Raises,HIIT,Lower Abs,Arms,Posterior,1,5,17,357.64,0.5067971
Decline Push-ups,HIIT,"Lower Chest, Triceps",Abs,Middle,1,4,23,349.37,0.50679165
Reverse Lunges,HIIT,"Shoulders, Upper Back",Shoulders,Posterior,1,5,25,330.19,0.50678617
Decline Push-ups,HIIT,Lower Abs,Abs,Upper,1,5,20,352.24,0.50678533
Russian Twists,HIIT,"Quadriceps, Calves, Glutes",Forearms,Posterior,1,5,25,345.4,0.5067851
Lunges,HIIT,"Shoulders, Upper Back",Back,Anterior,1,4,20,330.3,0.50678074
Lat Pulldowns,HIIT,"Core, Shoulders, Legs",Abs,Lats,1,5,22,340.9,0.5067725
Turkish Get-ups,HIIT,"Upper Chest, Triceps",Legs,Lower Chest,1,4,17,324.91,0.50677013
Flutter Kicks,HIIT,"Back, Hamstrings, Glutes",Arms,Triceps,1,5,17,358.37,0.50676966
Russian Twists,HIIT,"Shoulders, Upper Back",Back,Grip Strength,1,4,16,325.92,0.5067676
Incline Push-ups,HIIT,"Quadriceps, Calves, Glutes",Forearms,Lower,1,5,23,339.44,0.50676244
Renegade Rows,HIIT,"Biceps, Forearms",Legs,Wrist Extensors,1,4,19,360.81,0.5067605
Tricep Dips,HIIT,"Biceps, Forearms",Legs,Wrist Extensors,1,4,8,315.08,0.5067605
Turkish Get-ups,HIIT,Full Core,Abs,Wrist Flexors,1,4,15,365.88,0.50674087
Shoulder Press,HIIT,"Core, Obliques",Abs,Middle,1,5,15,337.5,0.5067257
Shoulder Press,HIIT,"Back, Hamstrings, Glutes",Legs,Middle,1,5,17,336.86,0.5067152
Superman,HIIT,Calves,Chest,Triceps,1,4,22,357.18,0.50671476
Dead Bugs,HIIT,Triceps,Abs,Upper,1,5,18,360.08,0.5067103
Dips,HIIT,"Obliques, Core",Back,Lateral,1,5,25,361.8,0.50670123
Plyo Squats,HIIT,Calves,Forearms,Quads,1,5,22,355.94,0.5066881
Dragon Flags,HIIT,Quadriceps,Back,Quads,1,3,20,220.04,0.5066823
Dragon Flags,HIIT,"Shoulders, Upper Back",Arms,Lats,1,4,15,364.52,0.5066789
Shoulder Press,HIIT,"Lower Back, Glutes",Abs,Quads,1,4,18,344.89,0.50667804
Dragon Flags,HIIT,"Legs, Core",Shoulders,Lower Chest,1,3,10,175.21,0.5066509
Thrusters,HIIT,"Obliques, Core",Chest,Posterior,1,4,24,337.67,0.50665027
Leg Raises,HIIT,"Legs, Core",Abs,Upper,1,4,25,346.84,0.5066464
Jumping Jacks,HIIT,"Core, Shoulders, Legs",Legs,Triceps,1,5,24,351.78,0.5066464
Deadlifts,HIIT,"Upper Back, Rear Deltoids",Legs,Upper,1,5,23,336.81,0.50664425
Lat Pulldowns,HIIT,"Core, Lower Back",Abs,Lower,1,5,21,346.36,0.50662965
Frog Jumps,HIIT,"Quadriceps, Calves, Glutes",Arms,Wrist Flexors,1,5,19,334.76,0.5066265
Frog Jumps,HIIT,"Quadriceps, Calves, Glutes",Arms,Wrist Flexors,1,4,23,348.07,0.5066265
Rows,HIIT,"Lower Chest, Triceps",Chest,Grip Strength,1,4,15,338.43,0.5066202
Russian Twists,HIIT,"Quadriceps, Calves, Glutes",Legs,Quads,1,4,21,358.95,0.5066066
Shoulder Press,HIIT,"Triceps, Chest",Arms,Grip Strength,1,4,20,344.09,0.50660264
Bicep Curls,HIIT,"Obliques, Core",Arms,Wrist Flexors,1,5,15,365.22,0.5065985
Plyometric Push-ups,HIIT,"Core, Shoulders, Legs",Shoulders,Lateral,1,5,23,377.16,0.50659186
Bicep Curls,HIIT,"Full Body, Core, Shoulders",Arms,Wrist Flexors,1,4,18,352.86,0.5065901
Superman,HIIT,"Quadriceps, Hamstrings, Glutes",Arms,Posterior,1,4,25,368.17,0.5065831
Squats,HIIT,"Back, Hamstrings, Glutes",Chest,Triceps,1,5,20,373.74,0.5065627
Plyo Squats,HIIT,"Upper Chest, Triceps",Chest,Anterior,1,4,21,345.91,0.5065625
Step-ups,HIIT,"Legs, Core",Forearms,Grip Strength,1,4,15,343.2,0.5065413
Rows,HIIT,"Legs, Core",Back,Triceps,1,4,18,334.13,0.50653034
Turkish Get-ups,HIIT,Triceps,Abs,Anterior,1,5,24,360.63,0.50651944
Lat Pulldowns,HIIT,"Quadriceps, Hamstrings, Glutes",Chest,Posterior,1,3,12,179.77,0.50651914
Resistance Band Pull-Aparts,HIIT,Core,Abs,Middle,1,4,15,343.61,0.5065093
Thrusters,HIIT,"Back, Biceps",Chest,Quads,1,3,10,356.39,0.50650674
Zottman Curls,HIIT,"Lower Back, Glutes",Legs,Quads,1,5,24,357.58,0.5064838
Plyometric Push-ups,HIIT,"Core, Shoulders, Legs",Arms,Grip Strength,1,5,21,335.06,0.50646317
Wall Angels,HIIT,Calves,Back,Quads,1,4,19,331.91,0.50643164
Frog Jumps,HIIT,Quadriceps,Shoulders,Lateral,1,5,17,358.44,0.50642794
Bicep Curls,HIIT,Calves,Back,Wrist Flexors,1,5,15,328.11,0.5064193
Plyometric Push-ups,HIIT,"Core, Shoulders, Legs",Legs,Quads,1,5,16,343.38,0.50641495
Shoulder Press,HIIT,"Full Body, Core, Shoulders",Legs,Wrist Flexors,1,5,24,337.61,0.5064141
Plyo Squats,HIIT,"Full Body, Core, Shoulders",Abs,Wrist Flexors,1,5,17,360.32,0.50640106
Dead Bugs,HIIT,Quadriceps,Abs,Upper,1,4,15,339.98,0.50639904
Plyo Squats,HIIT,Triceps,Chest,Middle,1,4,24,372.06,0.5063978
Lat Pulldowns,HIIT,"Lower Chest, Triceps",Shoulders,Wrist Flexors,1,4,24,342.68,0.50639427
Decline Push-ups,HIIT,"Shoulders, Upper Back",Back,Middle,1,4,23,332.78,0.5063926
Turkish Get-ups,HIIT,"Triceps, Chest",Arms,Grip Strength,1,4,10,320.04,0.5063919
Jumping Jacks,HIIT,"Core, Shoulders, Legs",Shoulders,Quads,1,4,24,352.47,0.50637954
Incline Push-ups,HIIT,"Quadriceps, Calves, Glutes",Arms,Anterior,1,4,19,360.08,0.50637144
Tricep Extensions,HIIT,"Quadriceps, Calves, Glutes",Abs,Lats,1,4,24,333.73,0.50635064
Glute Bridges,HIIT,"Legs, Core",Abs,Lateral,1,5,17,348.61,0.50632757
Plyometric Push-ups,HIIT,Full Body,Forearms,Triceps,1,4,15,357.06,0.506322
Bicep Curls,HIIT,"Back, Biceps",Arms,Quads,1,5,25,330.61,0.5063195
Jumping Jacks,HIIT,"Lower Chest, Triceps",Abs,Lower,1,4,18,358.82,0.50631756
Leg Press,HIIT,"Shoulders, Upper Back",Shoulders,Triceps,1,4,24,370.71,0.50629675
Deadlifts,HIIT,Core,Legs,Lower Chest,1,5,23,357.21,0.5062931
Bulgarian Split Squats,HIIT,"Obliques, Core",Back,Grip Strength,1,5,23,360.58,0.5062923
Bear Crawls,HIIT,"Shoulders, Upper Back",Back,Lateral,1,4,17,353.03,0.5062528
Deadlift,HIIT,"Core, Lower Back",Legs,Anterior,1,5,21,347.19,0.5062445
Flutter Kicks,HIIT,"Core, Shoulders, Legs",Abs,Lateral,1,5,19,371.39,0.50624293
Zottman Curls,HIIT,Quadriceps,Legs,Triceps,1,5,16,340.61,0.5062247
Shoulder Press,HIIT,"Back, Biceps",Back,Lateral,1,5,20,338.72,0.5062192
Wall Angels,HIIT,"Core, Shoulders, Legs",Shoulders,Wrist Flexors,1,4,21,355.59,0.5062039
Lat Pulldowns,HIIT,"Legs, Shoulders, Core",Abs,Lower,1,5,17,367.94,0.50618756
Superman,HIIT,"Full Body, Core, Shoulders",Chest,Posterior,1,4,19,363.63,0.5061853
Leg Press,HIIT,"Legs, Shoulders, Core",Back,Quads,1,5,16,353.37,0.5061632
Bicep Curls,HIIT,"Lower Chest, Triceps",Legs,Anterior,1,4,17,342.38,0.5061539
Renegade Rows,HIIT,"Core, Shoulders, Legs",Legs,Quads,1,4,17,341.47,0.506153
Dead Bugs,HIIT,"Upper Back, Rear Deltoids",Arms,Middle,1,4,15,339.59,0.50614804
Lat Pulldowns,HIIT,"Quadriceps, Calves, Glutes",Shoulders,Lateral,1,4,21,346.89,0.50614476
Turkish Get-ups,HIIT,"Quadriceps, Calves, Glutes",Arms,Upper,1,5,25,335.6,0.5061046
Leg Raises,HIIT,"Lower Chest, Triceps",Legs,Triceps,1,4,20,338.62,0.5060988
Shoulder Press,HIIT,"Legs, Shoulders, Core",Legs,Lateral,1,4,17,346.99,0.5060892
Renegade Rows,HIIT,Core,Abs,Grip Strength,1,4,15,358.25,0.506063
Wall Angels,HIIT,"Legs, Shoulders, Core",Arms,Lower,1,4,18,335.47,0.5060538
Turkish Get-ups,HIIT,Quadriceps,Arms,Wrist Flexors,1,4,20,337.01,0.5060523
Burpees,HIIT,"Lower Chest, Triceps",Arms,Quads,1,5,23,341.18,0.506052
Push Ups,HIIT,"Shoulders, Upper Back",Arms,Middle,1,4,18,366.89,0.5060468
Box Jumps,HIIT,"Legs, Shoulders, Core",Back,Triceps,1,5,20,349.72,0.5060311
Zottman Curls,HIIT,"Shoulders, Triceps",Chest,Grip Strength,1,4,22,367.36,0.50602937
Step-ups,HIIT,"Legs, Core",Shoulders,Wrist Flexors,1,4,23,350.51,0.5060274
Shoulder Press,HIIT,"Back, Hamstrings, Glutes",Back,Quads,1,4,16,331.15,0.50602424
Dragon Flags,HIIT,"Shoulders, Upper Back",Forearms,Middle,1,5,22,349.23,0.50600123
Leg Press,HIIT,"Quadriceps, Calves, Glutes",Back,Posterior,1,5,23,359.81,0.50597894
Wall Angels,HIIT,"Lower Chest, Triceps",Forearms,Wrist Extensors,1,5,18,364.69,0.50595176
Plyo Squats,HIIT,"Chest, Triceps, Shoulders",Forearms,Upper,1,4,15,356.32,0.5059381
Turkish Get-ups,HIIT,"Biceps, Forearms",Back,Wrist Flexors,1,4,17,336.69,0.50593346
Face Pulls,HIIT,"Legs, Core",Shoulders,Wrist Flexors,1,5,24,364.62,0.50593
Push Ups,HIIT,"Quadriceps, Calves, Glutes",Arms,Lateral,1,4,15,361.06,0.50592554
Bench Press,HIIT,Triceps,Chest,Quads,1,5,15,345.01,0.5059087
Renegade Rows,HIIT,"Legs, Shoulders, Core",Shoulders,Grip Strength,1,5,19,345.44,0.50587994
Resistance Band Pull-Aparts,HIIT,"Core, Shoulders, Legs",Shoulders,Lateral,1,5,20,327.59,0.5058694
Dragon Flags,HIIT,"Quadriceps, Calves, Glutes",Back,Lower,1,4,21,340.44,0.50586396
Jumping Jacks,HIIT,"Quadriceps, Calves, Glutes",Back,Lower,1,4,21,370.54,0.50586396
Dragon Flags,HIIT,"Shoulders, Upper Back",Abs,Triceps,1,4,25,331.9,0.5058557
Deadlift,HIIT,Calves,Arms,Middle,1,5,15,343.35,0.50585455
